,格量,品赋,象限,宽德,中信资管,平方和,致远三号,黑翼CTA三号,fof
2019-05-20,0.00015637216575448143,0.00017621145374446812,0.004413487827104712,0.000882820316638222,-0.00034850048520962407,0.0006051437216352262,-0.0010054617676266142,0.005860509081088372,0.001134302594155348
2019-05-21,0.00015634771732320196,0.00017618040873856877,0.004394094544322158,0.0008820416323649383,1.5408706304231856e-05,0.0006047777441799962,-0.0010064737384907207,0.005826363624159336,0.0011741756158689888
2019-05-22,0.00015632327653580802,0.0001761493746696985,0.004374870947758458,0.0008812643205451387,0.0009726595980328323,0.0006044122091279913,-0.0010074877484516076,0.0057926137501167485,0.001288272913814631
2019-05-23,0.00015629884338852484,0.00017611835153230615,0.0043558148200484315,0.000880488377553279,0.0009717144506460329,0.0006040471156760763,-0.001008503803677896,0.005759252624175648,0.0012826513641690685
2019-05-24,0.00015627441787779972,0.0001760873393201745,0.004336923982293017,0.0008797137997771376,0.0002748916292629744,0.0006036824630257787,-0.0010095219103644082,0.005726273568101847,0.0011900998756666226
2019-05-27,0.00015625000000007994,0.002288732394366111,-0.002267371504999671,-0.00019922653228643394,0.0006918446885504359,0.0013574660633473012,-0.0008332070898348087,-0.0038045260741226272,-5.8565928705686795e-05
2019-05-28,0.00015622558975159073,0.002283506060073881,-0.0022725241615279,-0.00019926623140675837,0.00016900066831748717,0.0013556258472653404,-0.0008339019028126282,-0.0038190557713834172,-0.00012702775439493166
2019-05-29,0.00015620118712900144,0.002278303540133031,-0.0022777002904705856,-0.00019930594635142462,0.00015937142374733426,0.0013537906137173206,-0.0008345978755690542,-0.003833696873553949,-0.00013134701813796723
2019-05-30,0.00015617679212875935,0.0022731246721456877,-0.0022829000525835808,-0.0001993456771303137,0.0003974051555148961,0.0013519603424958504,-0.0008352950110106505,-0.0038484506668435836,-0.00010471786723016414
2019-05-31,0.0001561524047470897,0.002267969295184802,-0.002288123610093451,-0.00019938542375264046,0.0013970822474598243,0.001350135013500342,-0.000835993312053418,-0.003863318457337006,1.7107072029845342e-05
